video_id;tag_number;tag_value
3Cg8-eoNXdY;9;mens fashion tips
3Cg8-eoNXdY;10;slim jeans
3Cg8-eoNXdY;11;mens jeans
3Cg8-eoNXdY;12;jeans haul
3Cg8-eoNXdY;13;jeans pick ups
2lxvq3O7h-o;1;FOLLOWERS OUTFIT CHALLENGE
2lxvq3O7h-o;2;OUT FIT CHALLENGE
2lxvq3O7h-o;3;EQVVS
2lxvq3O7h-o;4;CP COMPANY
2lxvq3O7h-o;5;PAUL SMITH
2lxvq3O7h-o;6;STONE ISLAND
2lxvq3O7h-o;7;MARSHAL ARTISTS
2NhZyfcsKks;1;Moncler
2NhZyfcsKks;2;stone island
2NhZyfcsKks;3;mens stone island review
2NhZyfcsKks;4;ss18 collection stone island summer review
2NhZyfcsKks;5;spring menswear
2NhZyfcsKks;6;london vlog fashion mens
2NhZyfcsKks;7;supreme
2NhZyfcsKks;8;palace
2NhZyfcsKks;9;cp company
2NhZyfcsKks;10;off white
2NhZyfcsKks;11;yeezy
1naEPL_0xf4;1;mens fashion
1naEPL_0xf4;2;tkmaxx outfit challenge
1naEPL_0xf4;3;stone island
1naEPL_0xf4;4;moncler
1naEPL_0xf4;5;gucci
1naEPL_0xf4;6;supreme
1naEPL_0xf4;7;palace
1naEPL_0xf4;8;cp company
1naEPL_0xf4;9;SUPREME X STONE ISLAND SS19
1naEPL_0xf4;10;STONE ISLAND SUPREME RIOT TOFFEE SILK
1naEPL_0xf4;11;SUPREME STORE LONDON
1naEPL_0xf4;12;STONE ISLAND 2019
1naEPL_0xf4;13;SUPREME COLLABORATION
1aZVCuS7WLM;1;mens fashion
1aZVCuS7WLM;2;stone island
1aZVCuS7WLM;3;moncler
1aZVCuS7WLM;4;moncler buys stone island
1aZVCuS7WLM;5;moncler x stone island collaboration
1aZVCuS7WLM;6;designer luxury news
1W0dPu1gjnA;1;stone island
1W0dPu1gjnA;2;plumirus
1W0dPu1gjnA;3;mastermind
1W0dPu1gjnA;4;supreme
1W0dPu1gjnA;5;palace
1MFX0fYZquI;1;MONCLER
1MFX0fYZquI;2;GSTART
1MFX0fYZquI;3;JACKET CHALLENGE
1MFX0fYZquI;4;MONCLER JACKET APREMONT RODEZ
1MFX0fYZquI;5;LEVIS
1MFX0fYZquI;6;EA7 TRACKSUIT
1MFX0fYZquI;7;TRAINERS
1MFX0fYZquI;8;LONDON MENS FASHION
1HeoVdevH4U;1;mens fashion
1HeoVdevH4U;2;tkmaxx outfit challenge
1HeoVdevH4U;3;stone island
1HeoVdevH4U;4;moncler
1HeoVdevH4U;5;gucci
1HeoVdevH4U;6;supreme
1HeoVdevH4U;7;palace
1HeoVdevH4U;8;cp company
1HeoVdevH4U;9;hugo boss
1HeoVdevH4U;10;moncler jacket review
1HeoVdevH4U;11;stone island jacket review
1HeoVdevH4U;12;Designer Collection
185O2XH9JOY;1;moose knuckles
185O2XH9JOY;2;winter jacket
185O2XH9JOY;3;mens winter clothing
185O2XH9JOY;4;canadian winter jackets
185O2XH9JOY;5;canada goose
0ecObmzXrHE;1;MENSWEAR OUTFITS
0ecObmzXrHE;2;MENSWEAR CLOTHING
0ecObmzXrHE;3;LEE DENIM JEANS
0ecObmzXrHE;4;BELSTAFF SWEATER
0ecObmzXrHE;5;THE NORTH FACE NUPTSE
0WS-_olBHek;1;black friday shopping
0WS-_olBHek;2;stone island
0WS-_olBHek;3;canada goose
0WS-_olBHek;4;moncler
0WS-_olBHek;5;sales
0WS-_olBHek;6;cheap designer clothing
0WS-_olBHek;7;cyber monday
0IQxwquZ1z8;1;mens fashion
0IQxwquZ1z8;2;canada goose
0IQxwquZ1z8;3;2020 chilliwack
0IQxwquZ1z8;4;2020 wyndham
0IQxwquZ1z8;5;canada goose jacket review
0IQxwquZ1z8;6;canada goose winter
0IQxwquZ1z8;7;canada goose parka 2020
0IQxwquZ1z8;8;winter jackets
0-ZCc21ot_M;1;MA STRUM
0-ZCc21ot_M;2;MENS JACKETS
0-ZCc21ot_M;3;COMPETITION
0-ZCc21ot_M;4;AQUASCUTUM
0-ZCc21ot_M;5;FILLING PIECES
0-ZCc21ot_M;6;ARMANI
0-ZCc21ot_M;7;HUGO BOSS
-gTkxpx8sok;1;mens fashion
-gTkxpx8sok;2;tkmaxx outfit challenge
-gTkxpx8sok;3;stone island
-gTkxpx8sok;4;moncler
-gTkxpx8sok;5;gucci
-gTkxpx8sok;6;supreme
-gTkxpx8sok;7;palace
-gTkxpx8sok;8;cp company
-_sRqyAV21g;1;mens fashion
-_sRqyAV21g;2;tkmaxx outfit challenge
-_sRqyAV21g;3;stone island
-_sRqyAV21g;4;moncler
-_sRqyAV21g;5;gucci
-_sRqyAV21g;6;supreme
-_sRqyAV21g;7;palace
-_sRqyAV21g;8;cp company
-62No0ZxYdo;1;harrods outlet westfield
-62No0ZxYdo;2;harrods outlet
-62No0ZxYdo;3;harrods cheap
-62No0ZxYdo;4;harrods outlet store london
-62No0ZxYdo;5;harrods shopping london
-62No0ZxYdo;6;harrods discount
-62No0ZxYdo;7;harrods sale
-62No0ZxYdo;8;harrods 2020 outlet
-62No0ZxYdo;9;off white
-62No0ZxYdo;10;dsquared
-62No0ZxYdo;11;kenzo
-62No0ZxYdo;12;versace
